"Food Scarcity, Household Pulse Survey",,,,,,,
Adults in households where there was either sometimes or often not enough to eat in the last 7 days,,,,,,,
,,Total Food Scarcity,,Percent Food Scarcity,,,
Washington,"34 - July  21 - August 2, 2021","294,839","74,875",5.6,1.4,"5,284,414","5,950,326"
West Virginia,"34 - July  21 - August 2, 2021","116,414","37,818",9.9,3.2,"1,177,540","1,377,441"
Wisconsin,"34 - July  21 - August 2, 2021","204,752","73,991",5.3,1.9,"3,842,851","4,454,731"
Wyoming,"34 - July  21 - August 2, 2021","33,442","11,310",8.5,2.9,"393,968","438,527"
Alabama,"33 - June 23 - July 5, 2021","449,043","110,188",14.6,3.4,"3,082,962","3,737,637"
Alaska,"33 - June 23 - July 5, 2021","38,320","8,593",8.4,1.9,"456,247","525,308"
Arizona,"33 - June 23 - July 5, 2021","436,099","110,011",8.8,2.2,"4,930,688","5,753,909"
Arkansas,"33 - June 23 - July 5, 2021","268,479","73,122",15.2,4,"1,767,644","2,264,877"
California,"33 - June 23 - July 5, 2021","2,470,215","487,910",10.1,2,"24,457,472","29,807,656"
Colorado,"33 - June 23 - July 5, 2021","232,308","68,079",6.1,1.8,"3,832,846","4,504,323"
Connecticut,"33 - June 23 - July 5, 2021","194,952","55,364",8.5,2.4,"2,303,677","2,724,164"
Delaware,"33 - June 23 - July 5, 2021","47,962","17,025",7.3,2.6,"654,991","767,878"
District of Columbia,"33 - June 23 - July 5, 2021","55,691","18,598",11.5,3.8,"482,929","546,656"
Florida,"33 - June 23 - July 5, 2021","1,380,315","272,084",9.8,1.9,"14,056,264","17,254,676"
Georgia,"33 - June 23 - July 5, 2021","852,621","195,357",12.7,2.8,"6,703,876","8,033,423"
Hawaii,"33 - June 23 - July 5, 2021","69,732","24,857",7.5,2.5,"924,735","1,065,941"
Idaho,"33 - June 23 - July 5, 2021","93,414","28,724",7.7,2.4,"1,219,125","1,382,940"
Illinois,"33 - June 23 - July 5, 2021","582,966","159,938",7.6,2,"7,633,113","9,479,736"
Indiana,"33 - June 23 - July 5, 2021","456,483","99,299",10.6,2.2,"4,307,250","5,029,256"
Iowa,"33 - June 23 - July 5, 2021","210,611","59,787",10.4,2.9,"2,020,147","2,349,714"
Kansas,"33 - June 23 - July 5, 2021","165,998","40,947",8.6,2.1,"1,931,299","2,146,524"
Kentucky,"33 - June 23 - July 5, 2021","315,342","96,195",11.1,3.3,"2,843,317","3,358,135"
Louisiana,"33 - June 23 - July 5, 2021","501,184","111,636",17.4,3.7,"2,874,240","3,432,241"
Maine,"33 - June 23 - July 5, 2021","61,368","22,521",6.5,2.4,"944,791","1,073,016"
Maryland,"33 - June 23 - July 5, 2021","277,339","76,658",7.1,2,"3,889,617","4,585,752"
Massachusetts,"33 - June 23 - July 5, 2021","299,179","84,737",6.7,1.9,"4,437,578","5,309,617"
Michigan,"33 - June 23 - July 5, 2021","533,839","109,431",8.5,1.8,"6,258,997","7,631,231"
Minnesota,"33 - June 23 - July 5, 2021","143,495","45,831",3.9,1.3,"3,663,179","4,250,165"
Mississippi,"33 - June 23 - July 5, 2021","211,907","80,804",11,4.1,"1,924,706","2,186,321"
Missouri,"33 - June 23 - July 5, 2021","347,463","119,747",8.9,3.1,"3,893,390","4,638,839"
Montana,"33 - June 23 - July 5, 2021","46,208","13,958",6.4,1.9,"724,753","834,511"
Nebraska,"33 - June 23 - July 5, 2021","116,594","31,797",9.8,2.7,"1,192,376","1,420,835"
Nevada,"33 - June 23 - July 5, 2021","205,764","61,122",10.2,3,"2,020,513","2,450,986"
New Hampshire,"33 - June 23 - July 5, 2021","77,746","33,760",8.6,3.6,"900,420","1,080,887"
New Jersey,"33 - June 23 - July 5, 2021","444,985","96,334",8.8,1.9,"5,046,329","6,767,278"
New Mexico,"33 - June 23 - July 5, 2021","208,260","46,627",15.1,3.2,"1,375,390","1,604,259"
New York,"33 - June 23 - July 5, 2021","934,194","232,665",7.8,2,"11,976,185","14,714,964"
North Carolina,"33 - June 23 - July 5, 2021","656,750","170,605",9.4,2.4,"6,997,580","8,121,448"
North Dakota,"33 - June 23 - July 5, 2021","42,517","23,154",8.8,4.8,"485,010","560,525"
Ohio,"33 - June 23 - July 5, 2021","746,617","176,467",10.5,2.4,"7,131,014","8,833,555"
Oklahoma,"33 - June 23 - July 5, 2021","392,633","115,355",15.6,4.5,"2,513,116","2,941,764"
Oregon,"33 - June 23 - July 5, 2021","324,189","63,566",11.1,2.1,"2,908,962","3,326,774"
Pennsylvania,"33 - June 23 - July 5, 2021","810,177","205,489",9.9,2.5,"8,189,495","9,760,505"
Rhode Island,"33 - June 23 - July 5, 2021","62,270","25,438",9.7,3.9,"638,940","815,717"
South Carolina,"33 - June 23 - July 5, 2021","556,528","136,881",16.5,4,"3,378,755","4,033,193"
South Dakota,"33 - June 23 - July 5, 2021","54,000","20,691",9.7,3.7,"554,897","648,348"
Tennessee,"33 - June 23 - July 5, 2021","488,899","120,464",11.2,2.7,"4,361,552","5,279,261"
Texas,"33 - June 23 - July 5, 2021","1,924,866","283,482",10.6,1.5,"18,135,908","21,688,354"
Utah,"33 - June 23 - July 5, 2021","133,318","30,834",6.5,1.5,"2,055,389","2,324,002"
Vermont,"33 - June 23 - July 5, 2021","19,344","9,371",4.6,2.2,"423,416","485,680"
Virginia,"33 - June 23 - July 5, 2021","318,548","97,700",5.8,1.8,"5,533,343","6,511,643"
Washington,"33 - June 23 - July 5, 2021","495,107","123,589",9.5,2.3,"5,186,124","5,950,326"
West Virginia,"33 - June 23 - July 5, 2021","122,015","39,803",10.6,3.4,"1,146,236","1,377,441"
Wisconsin,"33 - June 23 - July 5, 2021","217,085","76,146",5.8,1.9,"3,749,855","4,454,731"
Wyoming,"33 - June 23 - July 5, 2021","28,567","9,217",7.5,2.4,"382,773","438,527"
Alabama,"32 - June 9-21, 2021","538,416","110,513",17.4,3.4,"3,101,907","3,737,637"
Alaska,"32 - June 9-21, 2021","51,947","22,698",11.3,4.8,"459,971","525,308"
Arizona,"32 - June 9-21, 2021","454,231","84,866",9.3,1.7,"4,882,859","5,753,909"
Arkansas,"32 - June 9-21, 2021","194,278","61,489",10,3.1,"1,935,417","2,264,877"
California,"32 - June 9-21, 2021","2,685,557","420,495",10.9,1.7,"24,590,374","29,807,656"
Colorado,"32 - June 9-21, 2021","300,483","79,080",7.7,1.9,"3,916,376","4,504,323"
Connecticut,"32 - June 9-21, 2021","242,686","73,420",10.6,3,"2,297,857","2,724,164"
Delaware,"32 - June 9-21, 2021","71,459","26,698",11.5,4.3,"621,029","767,878"
District of Columbia,"32 - June 9-21, 2021","30,932","12,814",6.7,2.7,"464,558","546,656"
Florida,"32 - June 9-21, 2021","1,307,162","305,613",9.3,2.1,"14,128,454","17,254,676"
Georgia,"32 - June 9-21, 2021","1,034,067","174,819",16,2.4,"6,466,002","8,033,423"
Hawaii,"32 - June 9-21, 2021","120,622","48,716",12.5,5.1,"962,515","1,065,941"
Idaho,"32 - June 9-21, 2021","98,811","23,455",8.2,1.9,"1,209,904","1,382,940"
Illinois,"32 - June 9-21, 2021","684,899","163,034",8.8,2.1,"7,780,047","9,479,736"
Indiana,"32 - June 9-21, 2021","450,326","110,911",10.6,2.6,"4,245,689","5,029,256"
Iowa,"32 - June 9-21, 2021","165,882","47,525",8.3,2.3,"2,000,840","2,349,714"
Kansas,"32 - June 9-21, 2021","185,808","40,966",10.2,2.2,"1,826,420","2,146,524"
Kentucky,"32 - June 9-21, 2021","288,549","93,707",10.1,3.2,"2,851,036","3,358,135"
Louisiana,"32 - June 9-21, 2021","342,697","86,639",13.1,3.2,"2,620,014","3,432,241"
Maine,"32 - June 9-21, 2021","75,080","24,379",8.4,2.7,"892,556","1,073,016"
Maryland,"32 - June 9-21, 2021","329,132","76,078",8.5,2,"3,884,661","4,585,752"
Massachusetts,"32 - June 9-21, 2021","277,035","72,729",6.5,1.6,"4,279,733","5,309,617"
Michigan,"32 - June 9-21, 2021","489,706","92,634",7.6,1.5,"6,412,198","7,631,231"
Minnesota,"32 - June 9-21, 2021","219,222","56,481",6,1.5,"3,665,475","4,250,165"
Mississippi,"32 - June 9-21, 2021","272,205","76,344",15.3,4.1,"1,783,433","2,186,321"
Missouri,"32 - June 9-21, 2021","460,057","121,689",11.3,3,"4,067,850","4,638,839"
Montana,"32 - June 9-21, 2021","72,921","22,710",10.1,3.1,"724,390","834,511"
Nebraska,"32 - June 9-21, 2021","115,519","30,965",9.1,2.4,"1,276,076","1,420,835"
Nevada,"32 - June 9-21, 2021","273,383","68,950",12.9,3.2,"2,125,151","2,450,986"
New Hampshire,"32 - June 9-21, 2021","54,629","16,667",5.5,1.7,"988,899","1,080,887"
New Jersey,"32 - June 9-21, 2021","313,388","111,603",6,2,"5,244,118","6,767,278"
New Mexico,"32 - June 9-21, 2021","146,878","39,475",10.6,2.8,"1,385,114","1,604,259"
New York,"32 - June 9-21, 2021","888,157","191,854",7.4,1.6,"11,924,425","14,714,964"
North Carolina,"32 - June 9-21, 2021","774,040","187,433",11.2,2.7,"6,916,225","8,121,448"
North Dakota,"32 - June 9-21, 2021","53,193","23,272",10.5,4.5,"506,804","560,525"
Ohio,"32 - June 9-21, 2021","700,217","209,532",9.3,2.7,"7,546,097","8,833,555"
Oklahoma,"32 - June 9-21, 2021","229,871","55,793",9.3,2.2,"2,471,547","2,941,764"
Oregon,"32 - June 9-21, 2021","227,036","46,398",7.7,1.6,"2,934,551","3,326,774"
Pennsylvania,"32 - June 9-21, 2021","630,238","125,429",7.8,1.5,"8,076,614","9,760,505"
Rhode Island,"32 - June 9-21, 2021","62,571","19,605",9.1,2.7,"686,442","815,717"
South Carolina,"32 - June 9-21, 2021","390,525","110,048",11.5,3.3,"3,395,488","4,033,193"
South Dakota,"32 - June 9-21, 2021","43,363","16,178",7.7,2.8,"562,218","648,348"
Tennessee,"32 - June 9-21, 2021","318,847","88,910",7.1,2,"4,464,805","5,279,261"
Texas,"32 - June 9-21, 2021","2,096,054","431,305",11.7,2.4,"17,954,387","21,688,354"
Utah,"32 - June 9-21, 2021","142,281","37,771",7.1,1.8,"2,009,175","2,324,002"
Vermont,"32 - June 9-21, 2021","36,660","13,821",8.5,3.1,"432,116","485,680"
Virginia,"32 - June 9-21, 2021","501,761","127,247",9,2.2,"5,577,904","6,511,643"
Washington,"32 - June 9-21, 2021","452,154","106,783",8.5,2,"5,305,027","5,950,326"
West Virginia,"32 - June 9-21, 2021","143,773","42,066",11.8,3.4,"1,219,488","1,377,441"
Wisconsin,"32 - June 9-21, 2021","150,939","42,686",4.1,1.2,"3,666,916","4,454,731"
Wyoming,"32 - June 9-21, 2021","40,619","15,069",10.6,3.8,"383,561","438,527"
Alabama,"31 - May 26 - June 7, 2021","339,097","101,970",10.6,3.2,"3,188,889","3,737,637"
Alaska,"31 - May 26 - June 7, 2021","37,828","9,389",8.3,2.1,"453,609","525,308"
Arizona,"31 - May 26 - June 7, 2021","535,586","109,680",10.9,2.1,"4,928,085","5,753,909"
Arkansas,"31 - May 26 - June 7, 2021","275,662","74,563",14,3.7,"1,966,475","2,264,877"
California,"31 - May 26 - June 7, 2021","2,132,489","409,426",8.7,1.7,"24,540,933","29,807,656"
Colorado,"31 - May 26 - June 7, 2021","289,615","68,471",7.4,1.7,"3,894,208","4,504,323"
Connecticut,"31 - May 26 - June 7, 2021","186,638","56,742",8.3,2.5,"2,254,844","2,724,164"
Delaware,"31 - May 26 - June 7, 2021","46,110","20,617",7,3,"661,111","767,878"
District of Columbia,"31 - May 26 - June 7, 2021","38,013","12,412",7.8,2.6,"484,977","546,656"
Florida,"31 - May 26 - June 7, 2021","1,308,320","323,896",9.1,2.3,"14,304,940","17,254,676"
Georgia,"31 - May 26 - June 7, 2021","784,933","182,238",11.9,2.7,"6,598,654","8,033,423"
Hawaii,"31 - May 26 - June 7, 2021","60,029","25,008",6.3,2.7,"948,571","1,065,941"
Idaho,"31 - May 26 - June 7, 2021","118,049","34,098",10,2.8,"1,180,855","1,382,940"
Illinois,"31 - May 26 - June 7, 2021","671,385","169,064",8.6,2.1,"7,826,093","9,479,736"
Indiana,"31 - May 26 - June 7, 2021","337,681","99,740",8.3,2.3,"4,089,860","5,029,256"
Iowa,"31 - May 26 - June 7, 2021","110,373","31,066",5.7,1.6,"1,953,132","2,349,714"
Kansas,"31 - May 26 - June 7, 2021","159,679","41,971",8.6,2.2,"1,867,552","2,146,524"
Kentucky,"31 - May 26 - June 7, 2021","293,172","102,813",10.5,3.6,"2,787,640","3,358,135"
Louisiana,"31 - May 26 - June 7, 2021","314,588","89,717",11.7,3.2,"2,679,029","3,432,241"
Maine,"31 - May 26 - June 7, 2021","90,415","33,779",10,3.7,"900,204","1,073,016"
Maryland,"31 - May 26 - June 7, 2021","415,944","91,424",10.5,2.3,"3,948,801","4,585,752"
Massachusetts,"31 - May 26 - June 7, 2021","235,014","69,072",5.2,1.5,"4,547,616","5,309,617"
Michigan,"31 - May 26 - June 7, 2021","398,604","105,362",6.3,1.7,"6,320,249","7,631,231"
Minnesota,"31 - May 26 - June 7, 2021","300,338","75,104",8.2,2,"3,669,344","4,250,165"
Mississippi,"31 - May 26 - June 7, 2021","240,543","81,870",12.8,4.2,"1,877,279","2,186,321"
Missouri,"31 - May 26 - June 7, 2021","456,190","97,695",11.4,2.4,"3,993,302","4,638,839"
Montana,"31 - May 26 - June 7, 2021","95,767","29,748",12.9,3.8,"740,193","834,511"
Nebraska,"31 - May 26 - June 7, 2021","86,963","19,926",6.9,1.6,"1,255,095","1,420,835"
Nevada,"31 - May 26 - June 7, 2021","234,106","56,481",11.3,2.7,"2,072,085","2,450,986"
New Hampshire,"31 - May 26 - June 7, 2021","65,670","24,640",7.2,2.6,"909,823","1,080,887"
New Jersey,"31 - May 26 - June 7, 2021","577,767","154,999",10.5,2.8,"5,505,726","6,767,278"
New Mexico,"31 - May 26 - June 7, 2021","124,210","35,559",9.5,2.6,"1,307,094","1,604,259"
New York,"31 - May 26 - June 7, 2021","1,892,202","461,943",16.1,3.5,"11,725,117","14,714,964"
North Carolina,"31 - May 26 - June 7, 2021","647,489","196,000",9.5,2.9,"6,810,189","8,121,448"
North Dakota,"31 - May 26 - June 7, 2021","36,973","13,428",7.8,2.8,"473,826","560,525"
Ohio,"31 - May 26 - June 7, 2021","550,471","175,196",7.4,2.4,"7,428,229","8,833,555"
Oklahoma,"31 - May 26 - June 7, 2021","294,404","131,798",11.5,5.1,"2,559,665","2,941,764"
Oregon,"31 - May 26 - June 7, 2021","248,117","44,385",8.6,1.5,"2,884,272","3,326,774"
Pennsylvania,"31 - May 26 - June 7, 2021","471,829","103,706",5.7,1.3,"8,218,135","9,760,505"
Rhode Island,"31 - May 26 - June 7, 2021","39,001","13,605",5.9,2,"666,390","815,717"
South Carolina,"31 - May 26 - June 7, 2021","413,721","111,238",12.7,3.2,"3,256,052","4,033,193"
South Dakota,"31 - May 26 - June 7, 2021","46,189","22,526",8.5,4,"541,888","648,348"
Tennessee,"31 - May 26 - June 7, 2021","514,228","174,778",11.6,3.8,"4,450,580","5,279,261"
Texas,"31 - May 26 - June 7, 2021","2,381,968","476,342",13.2,2.5,"18,097,447","21,688,354"
Utah,"31 - May 26 - June 7, 2021","112,414","32,431",5.5,1.6,"2,043,806","2,324,002"
Vermont,"31 - May 26 - June 7, 2021","26,291","12,982",5.9,2.9,"442,160","485,680"
Virginia,"31 - May 26 - June 7, 2021","481,809","156,402",8.5,2.7,"5,650,007","6,511,643"
Washington,"31 - May 26 - June 7, 2021","393,866","106,787",7.5,2,"5,256,880","5,950,326"
West Virginia,"31 - May 26 - June 7, 2021","115,020","47,061",9.7,3.9,"1,190,171","1,377,441"
Wisconsin,"31 - May 26 - June 7, 2021","207,659","74,021",5.4,1.9,"3,815,371","4,454,731"
Wyoming,"31 - May 26 - June 7, 2021","16,860","7,899",4.6,2.1,"365,797","438,527"
Alabama,"30 - May 12-24, 2021","437,365","115,147",14.5,3.7,"3,006,168","3,737,637"
Alaska,"30 - May 12-24, 2021","42,253","8,159",9,1.7,"469,760","525,308"
Arizona,"30 - May 12-24, 2021","380,395","93,958",7.8,1.9,"4,882,754","5,753,909"
Arkansas,"30 - May 12-24, 2021","154,597","39,030",7.9,2.1,"1,947,242","2,264,877"
California,"30 - May 12-24, 2021","2,644,247","442,625",10.6,1.7,"24,899,474","29,807,656"
Colorado,"30 - May 12-24, 2021","198,905","72,717",5.2,1.9,"3,859,328","4,504,323"
Connecticut,"30 - May 12-24, 2021","209,082","56,983",9,2.5,"2,320,516","2,724,164"
Delaware,"30 - May 12-24, 2021","24,451","10,997",3.8,1.7,"642,868","767,878"
District of Columbia,"30 - May 12-24, 2021","59,368","18,366",12.5,3.8,"476,480","546,656"
Florida,"30 - May 12-24, 2021","1,777,066","311,097",12.1,2.1,"14,671,052","17,254,676"
Georgia,"30 - May 12-24, 2021","593,326","134,438",9,2,"6,572,797","8,033,423"
Hawaii,"30 - May 12-24, 2021","51,338","22,242",5.7,2.4,"894,743","1,065,941"
Idaho,"30 - May 12-24, 2021","103,943","31,234",8.4,2.5,"1,243,565","1,382,940"
Illinois,"30 - May 12-24, 2021","522,019","167,129",6.6,2.1,"7,947,790","9,479,736"
Indiana,"30 - May 12-24, 2021","300,334","95,069",7,2.2,"4,281,463","5,029,256"
Iowa,"30 - May 12-24, 2021","206,769","54,066",10.5,2.7,"1,969,632","2,349,714"
Kansas,"30 - May 12-24, 2021","108,397","31,404",6.1,1.8,"1,781,925","2,146,524"
Kentucky,"30 - May 12-24, 2021","249,420","81,861",8.8,2.9,"2,829,365","3,358,135"
Louisiana,"30 - May 12-24, 2021","252,533","67,610",8.9,2.4,"2,832,258","3,432,241"
Maine,"30 - May 12-24, 2021","61,743","24,053",6.6,2.6,"929,200","1,073,016"
Maryland,"30 - May 12-24, 2021","321,414","83,227",8.2,2.1,"3,923,644","4,585,752"
Massachusetts,"30 - May 12-24, 2021","240,115","58,168",5.4,1.3,"4,432,221","5,309,617"
Michigan,"30 - May 12-24, 2021","596,273","146,888",9.2,2.2,"6,510,905","7,631,231"
Minnesota,"30 - May 12-24, 2021","180,519","55,319",5,1.5,"3,606,405","4,250,165"
Mississippi,"30 - May 12-24, 2021","268,798","79,306",14.7,4.3,"1,824,593","2,186,321"
Missouri,"30 - May 12-24, 2021","281,148","76,603",6.9,1.9,"4,103,144","4,638,839"
Montana,"30 - May 12-24, 2021","71,892","35,874",9.5,4.7,"757,709","834,511"
Nebraska,"30 - May 12-24, 2021","92,424","22,579",7.6,1.8,"1,213,145","1,420,835"
Nevada,"30 - May 12-24, 2021","182,873","46,619",8.9,2.2,"2,047,875","2,450,986"
New Hampshire,"30 - May 12-24, 2021","41,852","14,181",4.4,1.5,"949,224","1,080,887"
New Jersey,"30 - May 12-24, 2021","457,159","113,019",8.2,2.1,"5,582,087","6,767,278"
New Mexico,"30 - May 12-24, 2021","106,801","31,666",8,2.4,"1,332,118","1,604,259"
New York,"30 - May 12-24, 2021","1,406,391","348,952",11.6,2.9,"12,124,934","14,714,964"
North Carolina,"30 - May 12-24, 2021","461,092","135,486",6.7,1.9,"6,881,424","8,121,448"
North Dakota,"30 - May 12-24, 2021","34,351","15,334",7.2,3.2,"475,655","560,525"
Ohio,"30 - May 12-24, 2021","838,999","190,125",11,2.4,"7,644,982","8,833,555"
Oklahoma,"30 - May 12-24, 2021","245,809","61,187",9.8,2.4,"2,506,177","2,941,764"
Oregon,"30 - May 12-24, 2021","256,715","55,784",8.7,1.9,"2,939,323","3,326,774"
Pennsylvania,"30 - May 12-24, 2021","620,569","142,241",7.3,1.7,"8,502,544","9,760,505"
Rhode Island,"30 - May 12-24, 2021","56,623","19,977",8.5,3,"663,221","815,717"
South Carolina,"30 - May 12-24, 2021","373,249","124,785",10.7,3.4,"3,473,214","4,033,193"
South Dakota,"30 - May 12-24, 2021","27,486","13,111",4.9,2.3,"566,608","648,348"
Tennessee,"30 - May 12-24, 2021","421,979","102,954",9.3,2.2,"4,533,814","5,279,261"
Texas,"30 - May 12-24, 2021","2,048,093","427,531",11.4,2.3,"17,974,055","21,688,354"
Utah,"30 - May 12-24, 2021","114,492","31,364",5.6,1.5,"2,042,044","2,324,002"
Vermont,"30 - May 12-24, 2021","23,392","9,885",5.4,2.3,"430,575","485,680"
Virginia,"30 - May 12-24, 2021","519,643","140,167",9.3,2.5,"5,569,028","6,511,643"
Washington,"30 - May 12-24, 2021","332,614","72,029",6.2,1.3,"5,361,279","5,950,326"
West Virginia,"30 - May 12-24, 2021","93,152","27,270",8.1,2.4,"1,149,012","1,377,441"
Wisconsin,"30 - May 12-24, 2021","259,292","74,750",6.7,1.9,"3,876,804","4,454,731"
Wyoming,"30 - May 12-24, 2021","23,280","6,273",6,1.6,"390,668","438,527"
Alabama,"29 - April 28 - May 10, 2021","322,174","84,574",10.4,2.6,"3,097,611","3,737,637"
Alaska,"29 - April 28 - May 10, 2021","44,432","9,148",9.4,1.9,"470,385","525,308"
Arizona,"29 - April 28 - May 10, 2021","392,584","122,940",7.9,2.4,"4,997,057","5,753,909"
Arkansas,"29 - April 28 - May 10, 2021","275,840","65,050",14.6,3.5,"1,893,904","2,264,877"
California,"29 - April 28 - May 10, 2021","2,486,483","471,634",10,1.9,"24,836,683","29,807,656"
Colorado,"29 - April 28 - May 10, 2021","299,686","97,137",7.5,2.4,"4,000,242","4,504,323"
Connecticut,"29 - April 28 - May 10, 2021","134,859","42,618",6.1,1.9,"2,228,590","2,724,164"
Delaware,"29 - April 28 - May 10, 2021","42,419","17,433",6.7,2.8,"631,898","767,878"
District of Columbia,"29 - April 28 - May 10, 2021","32,071","10,712",6.7,2.2,"475,989","546,656"
Florida,"29 - April 28 - May 10, 2021","1,372,571","387,843",9.5,2.7,"14,470,615","17,254,676"
Georgia,"29 - April 28 - May 10, 2021","869,120","202,971",13.2,3,"6,576,510","8,033,423"
Hawaii,"29 - April 28 - May 10, 2021","49,212","18,243",5.4,2,"903,396","1,065,941"
Idaho,"29 - April 28 - May 10, 2021","88,353","21,089",7.3,1.7,"1,209,889","1,382,940"
Illinois,"29 - April 28 - May 10, 2021","419,912","133,210",5.4,1.7,"7,810,686","9,479,736"
Indiana,"29 - April 28 - May 10, 2021","304,456","92,489",7.5,2.2,"4,080,976","5,029,256"
Iowa,"29 - April 28 - May 10, 2021","161,412","34,278",8,1.7,"2,013,197","2,349,714"
Kansas,"29 - April 28 - May 10, 2021","168,834","38,964",9,2,"1,873,446","2,146,524"
Kentucky,"29 - April 28 - May 10, 2021","217,104","62,666",7.5,2.1,"2,884,839","3,358,135"
Louisiana,"29 - April 28 - May 10, 2021","383,324","117,227",14.1,4.1,"2,715,289","3,432,241"
Maine,"29 - April 28 - May 10, 2021","48,223","16,968",5,1.8,"960,705","1,073,016"
Maryland,"29 - April 28 - May 10, 2021","312,443","71,452",8.2,1.9,"3,814,419","4,585,752"
Massachusetts,"29 - April 28 - May 10, 2021","226,003","53,579",5.1,1.2,"4,452,333","5,309,617"
Michigan,"29 - April 28 - May 10, 2021","475,465","116,992",7.4,1.9,"6,462,986","7,631,231"
Minnesota,"29 - April 28 - May 10, 2021","245,403","68,934",6.7,1.9,"3,678,142","4,250,165"
Mississippi,"29 - April 28 - May 10, 2021","188,468","52,338",10.6,2.9,"1,781,520","2,186,321"
Missouri,"29 - April 28 - May 10, 2021","262,156","61,650",6.6,1.5,"3,946,537","4,638,839"
Montana,"29 - April 28 - May 10, 2021","42,924","19,885",5.8,2.7,"742,758","834,511"
Nebraska,"29 - April 28 - May 10, 2021","74,429","23,426",6.2,1.9,"1,205,848","1,420,835"
Nevada,"29 - April 28 - May 10, 2021","187,155","48,220",9.2,2.4,"2,037,974","2,450,986"
New Hampshire,"29 - April 28 - May 10, 2021","52,055","18,055",5.6,1.9,"932,926","1,080,887"
New Jersey,"29 - April 28 - May 10, 2021","422,313","103,488",7.7,1.8,"5,478,403","6,767,278"
New Mexico,"29 - April 28 - May 10, 2021","140,444","38,289",10.2,2.7,"1,370,200","1,604,259"
New York,"29 - April 28 - May 10, 2021","1,097,990","320,998",9.4,2.6,"11,663,366","14,714,964"
North Carolina,"29 - April 28 - May 10, 2021","644,119","205,844",9.7,3,"6,671,219","8,121,448"
North Dakota,"29 - April 28 - May 10, 2021","37,808","13,966",7.7,2.9,"490,609","560,525"
Ohio,"29 - April 28 - May 10, 2021","670,491","191,290",9,2.6,"7,414,170","8,833,555"
Oklahoma,"29 - April 28 - May 10, 2021","262,124","76,760",10.2,2.9,"2,565,522","2,941,764"
Oregon,"29 - April 28 - May 10, 2021","158,622","38,138",5.6,1.3,"2,840,855","3,326,774"
Pennsylvania,"29 - April 28 - May 10, 2021","533,048","150,761",6.4,1.8,"8,277,770","9,760,505"
Rhode Island,"29 - April 28 - May 10, 2021","42,545","14,657",6.4,2.2,"665,852","815,717"
South Carolina,"29 - April 28 - May 10, 2021","302,461","100,719",9.1,3,"3,334,517","4,033,193"
South Dakota,"29 - April 28 - May 10, 2021","47,103","18,772",8.4,3.4,"561,980","648,348"
Tennessee,"29 - April 28 - May 10, 2021","443,657","115,735",9.9,2.5,"4,471,738","5,279,261"
Texas,"29 - April 28 - May 10, 2021","2,087,896","344,570",12,2,"17,338,197","21,688,354"
Utah,"29 - April 28 - May 10, 2021","125,701","29,659",6,1.4,"2,087,716","2,324,002"
Vermont,"29 - April 28 - May 10, 2021","30,727","13,175",6.9,3,"443,881","485,680"
Virginia,"29 - April 28 - May 10, 2021","302,618","73,562",5.5,1.3,"5,471,325","6,511,643"
Washington,"29 - April 28 - May 10, 2021","246,610","74,576",4.6,1.4,"5,318,037","5,950,326"
West Virginia,"29 - April 28 - May 10, 2021","119,648","33,465",11.3,3.1,"1,057,585","1,377,441"
Wisconsin,"29 - April 28 - May 10, 2021","272,675","86,340",7.2,2.2,"3,779,293","4,454,731"
Wyoming,"29 - April 28 - May 10, 2021","29,214","11,875",7.6,3.1,"382,864","438,527"
Alabama,"28 - April 14-26, 2021","369,592","127,780",11.8,4,"3,122,810","3,737,637"
Alaska,"28 - April 14-26, 2021","36,565","7,907",7.9,1.7,"463,178","525,308"
Arizona,"28 - April 14-26, 2021","444,871","109,135",9.3,2.3,"4,793,830","5,753,909"
Arkansas,"28 - April 14-26, 2021","180,688","51,088",9.6,2.7,"1,879,797","2,264,877"
California,"28 - April 14-26, 2021","1,935,958","414,198",7.9,1.7,"24,603,431","29,807,656"
Colorado,"28 - April 14-26, 2021","145,875","41,396",3.9,1.1,"3,783,885","4,504,323"
Connecticut,"28 - April 14-26, 2021","197,658","52,021",8.8,2.3,"2,246,335","2,724,164"
Delaware,"28 - April 14-26, 2021","49,073","24,995",7.5,3.9,"652,374","767,878"
District of Columbia,"28 - April 14-26, 2021","36,707","9,825",8,2.1,"460,031","546,656"
Florida,"28 - April 14-26, 2021","1,396,316","272,647",10,1.9,"13,992,409","17,254,676"
Georgia,"28 - April 14-26, 2021","654,446","167,845",10.3,2.7,"6,380,126","8,033,423"
Hawaii,"28 - April 14-26, 2021","60,747","19,703",6.6,2.2,"915,746","1,065,941"
Idaho,"28 - April 14-26, 2021","76,152","24,912",6.4,2.1,"1,195,453","1,382,940"
Illinois,"28 - April 14-26, 2021","484,903","116,739",6.5,1.5,"7,481,053","9,479,736"
Indiana,"28 - April 14-26, 2021","350,360","91,876",8,2.1,"4,382,684","5,029,256"
Iowa,"28 - April 14-26, 2021","125,560","45,151",6.3,2.2,"1,982,816","2,349,714"
Kansas,"28 - April 14-26, 2021","138,828","50,289",7.4,2.7,"1,867,075","2,146,524"
Kentucky,"28 - April 14-26, 2021","351,753","136,868",12.9,5,"2,736,164","3,358,135"
Louisiana,"28 - April 14-26, 2021","188,288","74,317",6.6,2.6,"2,868,551","3,432,241"
