LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,Florida,16 to 24,2012,Percent,0.16
State,Florida,16 to 19,2012,Percent,0.09
State,Florida,20 to 24,2012,Percent,0.2
State,Georgia,16 to 24,2012,Percent,0.18
State,Georgia,16 to 19,2012,Percent,0.11
State,Georgia,20 to 24,2012,Percent,0.24
State,Hawaii,16 to 24,2012,Percent,0.14
State,Hawaii,20 to 24,2012,Percent,0.16
State,Hawaii,16 to 19,2012,Percent,0.09
State,Idaho,16 to 24,2012,Percent,0.13
State,Idaho,20 to 24,2012,Percent,0.17
State,Idaho,16 to 19,2012,Percent,0.09
State,Indiana,16 to 19,2012,Percent,0.08
State,Indiana,20 to 24,2012,Percent,0.18
State,Indiana,16 to 24,2012,Percent,0.13
State,Illinois,20 to 24,2012,Percent,0.18
State,Illinois,16 to 24,2012,Percent,0.13
State,Illinois,16 to 19,2012,Percent,0.07
Nation,United States,16 to 19,2012,Percent,0.08
State,Iowa,16 to 19,2012,Percent,0.05
State,Iowa,20 to 24,2012,Percent,0.12
State,Iowa,16 to 24,2012,Percent,0.09
State,Kansas,16 to 19,2012,Percent,0.07
State,Kansas,16 to 24,2012,Percent,0.1
State,Kansas,20 to 24,2012,Percent,0.13
State,Kentucky,16 to 19,2012,Percent,0.09
State,Kentucky,20 to 24,2012,Percent,0.23
State,Kentucky,16 to 24,2012,Percent,0.17
State,Louisiana,16 to 19,2012,Percent,0.11
State,Louisiana,16 to 24,2012,Percent,0.17
State,Louisiana,20 to 24,2012,Percent,0.22
State,Maine,20 to 24,2012,Percent,0.16
State,Maine,16 to 19,2012,Percent,0.08
State,Maine,16 to 24,2012,Percent,0.12
State,Maryland,16 to 24,2012,Percent,0.13
State,Maryland,20 to 24,2012,Percent,0.17
State,Maryland,16 to 19,2012,Percent,0.08
State,Massachusetts,20 to 24,2012,Percent,0.13
State,Massachusetts,16 to 19,2012,Percent,0.05
State,Michigan,20 to 24,2012,Percent,0.19
State,Michigan,16 to 19,2012,Percent,0.08
State,Massachusetts,16 to 24,2012,Percent,0.09
State,Minnesota,20 to 24,2012,Percent,0.12
State,Minnesota,16 to 19,2012,Percent,0.05
State,Michigan,16 to 24,2012,Percent,0.14
State,Minnesota,16 to 24,2012,Percent,0.09
State,Mississippi,20 to 24,2012,Percent,0.25
State,Mississippi,16 to 19,2012,Percent,0.12
State,Mississippi,16 to 24,2012,Percent,0.19
State,Missouri,16 to 19,2012,Percent,0.08
State,Missouri,20 to 24,2012,Percent,0.17
State,Missouri,16 to 24,2012,Percent,0.13
State,Montana,16 to 19,2012,Percent,0.1
State,Montana,20 to 24,2012,Percent,0.17
State,Montana,16 to 24,2012,Percent,0.14
State,Nebraska,20 to 24,2012,Percent,0.1
State,Nebraska,16 to 19,2012,Percent,0.06
State,Nebraska,16 to 24,2012,Percent,0.08
State,Nevada,16 to 19,2012,Percent,0.1
State,Nevada,16 to 24,2012,Percent,0.17
State,Nevada,20 to 24,2012,Percent,0.22
State,New Hampshire,16 to 19,2012,Percent,0.06
State,New Jersey,16 to 19,2012,Percent,0.06
State,New Hampshire,20 to 24,2012,Percent,0.14
State,New Hampshire,16 to 24,2012,Percent,0.1
State,New Mexico,16 to 19,2012,Percent,0.12
State,New Jersey,20 to 24,2012,Percent,0.18
State,New Jersey,16 to 24,2012,Percent,0.13
State,New York,16 to 19,2012,Percent,0.08
State,New Mexico,20 to 24,2012,Percent,0.24
State,New Mexico,16 to 24,2012,Percent,0.18
State,North Carolina,16 to 19,2012,Percent,0.09
State,New York,16 to 24,2012,Percent,0.14
State,New York,20 to 24,2012,Percent,0.18
State,North Dakota,16 to 19,2012,Percent,0.05
State,North Carolina,20 to 24,2012,Percent,0.21
State,North Carolina,16 to 24,2012,Percent,0.16
State,North Dakota,16 to 24,2012,Percent,0.08
State,North Dakota,20 to 24,2012,Percent,0.09
State,Ohio,20 to 24,2012,Percent,0.19
State,Ohio,16 to 19,2012,Percent,0.07
State,Ohio,16 to 24,2012,Percent,0.13
State,Oklahoma,16 to 24,2012,Percent,0.15
State,Oklahoma,20 to 24,2012,Percent,0.19
State,Oklahoma,16 to 19,2012,Percent,0.1
State,Oregon,20 to 24,2012,Percent,0.19
State,Oregon,16 to 19,2012,Percent,0.09
State,Oregon,16 to 24,2012,Percent,0.15
State,Pennsylvania,20 to 24,2012,Percent,0.18
State,Pennsylvania,16 to 19,2012,Percent,0.07
State,Pennsylvania,16 to 24,2012,Percent,0.13
State,Rhode Island,16 to 24,2012,Percent,0.09
State,Rhode Island,20 to 24,2012,Percent,0.12
State,Rhode Island,16 to 19,2012,Percent,0.06
State,South Carolina,16 to 24,2012,Percent,0.16
State,South Carolina,20 to 24,2012,Percent,0.21
State,South Carolina,16 to 19,2012,Percent,0.1
State,South Dakota,16 to 24,2012,Percent,0.09
State,South Dakota,16 to 19,2012,Percent,0.04
State,South Dakota,20 to 24,2012,Percent,0.14
State,Tennessee,16 to 24,2012,Percent,0.16
State,Tennessee,16 to 19,2012,Percent,0.09
State,Tennessee,20 to 24,2012,Percent,0.22
State,Texas,16 to 24,2012,Percent,0.15
State,Texas,20 to 24,2012,Percent,0.2
State,Texas,16 to 19,2012,Percent,0.09
State,Utah,16 to 24,2012,Percent,0.12
State,Utah,20 to 24,2012,Percent,0.14
State,Utah,16 to 19,2012,Percent,0.08
State,Vermont,20 to 24,2012,Percent,0.13
State,Vermont,16 to 24,2012,Percent,0.09
State,Vermont,16 to 19,2012,Percent,0.04
State,Virginia,16 to 19,2012,Percent,0.07
State,Virginia,20 to 24,2012,Percent,0.15
State,Virginia,16 to 24,2012,Percent,0.12
State,Washington,16 to 19,2012,Percent,0.08
State,Washington,20 to 24,2012,Percent,0.18
State,Washington,16 to 24,2012,Percent,0.14
State,West Virginia,16 to 19,2012,Percent,0.09
State,West Virginia,16 to 24,2012,Percent,0.16
State,West Virginia,20 to 24,2012,Percent,0.21
State,Wisconsin,16 to 19,2012,Percent,0.06
State,Wisconsin,20 to 24,2012,Percent,0.15
State,Wisconsin,16 to 24,2012,Percent,0.11
State,Wyoming,16 to 19,2012,Percent,0.07
State,Wyoming,16 to 24,2012,Percent,0.11
State,Wyoming,20 to 24,2012,Percent,0.14
Territory,Puerto Rico,20 to 24,2012,Percent,0.32
Territory,Puerto Rico,16 to 19,2012,Percent,0.15
Territory,Puerto Rico,16 to 24,2012,Percent,0.24
Territory,Virgin Islands,16 to 24,2012,Percent,N.A.
Territory,Virgin Islands,20 to 24,2012,Percent,N.A.
Territory,Virgin Islands,16 to 19,2012,Percent,N.A.
Territory,Virgin Islands,16 to 19,2012,Number,N.A.
Territory,Virgin Islands,20 to 24,2012,Number,N.A.
Territory,Virgin Islands,16 to 24,2012,Number,N.A.
State,Wyoming,16 to 24,2012,Number,8000
State,Wyoming,20 to 24,2012,Number,6000
State,Wyoming,16 to 19,2012,Number,2000
Territory,Puerto Rico,16 to 19,2012,Number,35000
Territory,Puerto Rico,20 to 24,2012,Number,85000
Territory,Puerto Rico,16 to 24,2012,Number,119000
State,Wisconsin,20 to 24,2012,Number,57000
State,Wisconsin,16 to 19,2012,Number,18000
State,Wisconsin,16 to 24,2012,Number,75000
State,West Virginia,16 to 24,2012,Number,35000
State,West Virginia,16 to 19,2012,Number,8000
State,West Virginia,20 to 24,2012,Number,27000
State,Washington,16 to 19,2012,Number,29000
State,Washington,20 to 24,2012,Number,89000
State,Washington,16 to 24,2012,Number,118000
State,Virginia,20 to 24,2012,Number,89000
State,Virginia,16 to 24,2012,Number,121000
State,Virginia,16 to 19,2012,Number,31000
State,Vermont,20 to 24,2012,Number,6000
State,Vermont,16 to 24,2012,Number,7000
State,Vermont,16 to 19,2012,Number,1000
State,Utah,20 to 24,2012,Number,34000
State,Utah,16 to 24,2012,Number,48000
State,Utah,16 to 19,2012,Number,14000
State,Texas,16 to 24,2012,Number,514000
State,Tennessee,16 to 24,2012,Number,130000
State,Texas,16 to 19,2012,Number,129000
State,Texas,20 to 24,2012,Number,385000
State,South Dakota,16 to 24,2012,Number,10000
State,Tennessee,20 to 24,2012,Number,99000
State,Tennessee,16 to 19,2012,Number,31000
State,South Dakota,20 to 24,2012,Number,8000
State,South Dakota,16 to 19,2012,Number,2000
State,South Carolina,16 to 24,2012,Number,99000
State,South Carolina,16 to 19,2012,Number,27000
State,South Carolina,20 to 24,2012,Number,73000
State,Rhode Island,16 to 19,2012,Number,4000
State,Rhode Island,20 to 24,2012,Number,10000
State,Rhode Island,16 to 24,2012,Number,14000
State,Pennsylvania,16 to 19,2012,Number,49000
State,Pennsylvania,20 to 24,2012,Number,164000
State,Pennsylvania,16 to 24,2012,Number,213000
State,Oregon,16 to 19,2012,Number,19000
State,Oregon,20 to 24,2012,Number,51000
State,Oregon,16 to 24,2012,Number,70000
State,Oklahoma,16 to 19,2012,Number,21000
State,Oklahoma,20 to 24,2012,Number,54000
State,Oklahoma,16 to 24,2012,Number,75000
State,Ohio,16 to 19,2012,Number,42000
State,Ohio,20 to 24,2012,Number,146000
State,Ohio,16 to 24,2012,Number,189000
State,North Dakota,16 to 24,2012,Number,8000
State,North Dakota,20 to 24,2012,Number,6000
State,North Dakota,16 to 19,2012,Number,2000
State,North Carolina,20 to 24,2012,Number,143000
State,North Carolina,16 to 19,2012,Number,50000
State,North Carolina,16 to 24,2012,Number,193000
State,New York,16 to 24,2012,Number,343000
State,New York,16 to 19,2012,Number,83000
State,New York,20 to 24,2012,Number,261000
State,New Mexico,16 to 19,2012,Number,15000
State,New Mexico,20 to 24,2012,Number,34000
State,New Mexico,16 to 24,2012,Number,49000
State,New Jersey,20 to 24,2012,Number,101000
State,New Jersey,16 to 24,2012,Number,129000
State,New Jersey,16 to 19,2012,Number,29000
State,New Hampshire,20 to 24,2012,Number,12000
State,New Hampshire,16 to 24,2012,Number,17000
State,New Hampshire,16 to 19,2012,Number,4000
State,Nevada,20 to 24,2012,Number,41000
State,Nevada,16 to 24,2012,Number,56000
State,Nevada,16 to 19,2012,Number,14000
State,Nebraska,16 to 24,2012,Number,19000
State,Montana,16 to 24,2012,Number,18000
State,Nebraska,16 to 19,2012,Number,6000
State,Nebraska,20 to 24,2012,Number,13000
State,Missouri,16 to 24,2012,Number,98000
State,Montana,20 to 24,2012,Number,12000
State,Montana,16 to 19,2012,Number,5000
State,Missouri,20 to 24,2012,Number,71000
State,Missouri,16 to 19,2012,Number,28000
State,Mississippi,16 to 24,2012,Number,79000
State,Mississippi,16 to 19,2012,Number,23000
State,Mississippi,20 to 24,2012,Number,56000
State,Minnesota,16 to 19,2012,Number,14000
State,Minnesota,20 to 24,2012,Number,43000
State,Minnesota,16 to 24,2012,Number,57000
State,Michigan,16 to 19,2012,Number,43000
State,Michigan,20 to 24,2012,Number,138000
State,Michigan,16 to 24,2012,Number,182000
State,Massachusetts,16 to 19,2012,Number,20000
State,Massachusetts,20 to 24,2012,Number,59000
State,Massachusetts,16 to 24,2012,Number,79000
State,Maryland,16 to 19,2012,Number,24000
State,Maryland,20 to 24,2012,Number,69000
State,Maryland,16 to 24,2012,Number,93000
State,Louisiana,16 to 24,2012,Number,104000
State,Louisiana,20 to 24,2012,Number,76000
State,Louisiana,16 to 19,2012,Number,28000
State,Maine,16 to 19,2012,Number,5000
State,Maine,20 to 24,2012,Number,13000
State,Maine,16 to 24,2012,Number,18000
State,Kentucky,20 to 24,2012,Number,71000
State,Kentucky,16 to 19,2012,Number,21000
State,Kentucky,16 to 24,2012,Number,92000
State,Kansas,16 to 24,2012,Number,40000
State,Kansas,16 to 19,2012,Number,11000
State,Kansas,20 to 24,2012,Number,28000
State,Iowa,16 to 19,2012,Number,9000
State,Iowa,20 to 24,2012,Number,28000
State,Iowa,16 to 24,2012,Number,36000
State,Indiana,20 to 24,2012,Number,85000
State,Indiana,16 to 24,2012,Number,113000
State,Indiana,16 to 19,2012,Number,28000
State,Illinois,20 to 24,2012,Number,160000
State,Illinois,16 to 24,2012,Number,210000
State,Illinois,16 to 19,2012,Number,50000
State,Idaho,20 to 24,2012,Number,19000
State,Idaho,16 to 24,2012,Number,27000
State,Idaho,16 to 19,2012,Number,8000
State,Hawaii,16 to 24,2012,Number,23000
State,Georgia,16 to 24,2012,Number,231000
State,Hawaii,16 to 19,2012,Number,6000
State,Hawaii,20 to 24,2012,Number,17000
State,Florida,16 to 24,2012,Number,357000
State,Georgia,20 to 24,2012,Number,169000
State,Georgia,16 to 19,2012,Number,62000
State,Florida,20 to 24,2012,Number,270000
State,Florida,16 to 19,2012,Number,87000
City,District of Columbia,16 to 24,2012,Number,16000
City,District of Columbia,16 to 19,2012,Number,3000
City,District of Columbia,20 to 24,2012,Number,12000
State,Delaware,16 to 19,2012,Number,4000
State,Delaware,20 to 24,2012,Number,13000
State,Delaware,16 to 24,2012,Number,16000
State,Connecticut,16 to 19,2012,Number,11000
State,Connecticut,20 to 24,2012,Number,36000
State,Connecticut,16 to 24,2012,Number,47000
State,Colorado,16 to 19,2012,Number,21000
State,Colorado,20 to 24,2012,Number,58000
State,Colorado,16 to 24,2012,Number,79000
State,California,16 to 19,2012,Number,175000
State,California,20 to 24,2012,Number,572000
State,California,16 to 24,2012,Number,746000
State,Arkansas,16 to 19,2012,Number,17000
State,Arkansas,20 to 24,2012,Number,47000
State,Arkansas,16 to 24,2012,Number,65000
State,Arizona,16 to 24,2012,Number,139000
State,Arizona,20 to 24,2012,Number,102000
State,Arizona,16 to 19,2012,Number,38000
State,Alaska,20 to 24,2012,Number,11000
State,Alaska,16 to 19,2012,Number,4000
State,Alaska,16 to 24,2012,Number,15000
State,Alabama,16 to 24,2012,Number,103000
State,Alabama,16 to 19,2012,Number,27000
State,Alabama,20 to 24,2012,Number,76000
Nation,United States,16 to 19,2012,Number,1404000
Nation,United States,20 to 24,2012,Number,4221000
Nation,United States,16 to 24,2012,Number,5625000
Nation,United States,20 to 24,2014,Number,3955000
Nation,United States,16 to 19,2014,Number,1255000
Nation,United States,16 to 24,2014,Number,5210000
State,Alabama,20 to 24,2014,Number,79000
State,Alabama,16 to 19,2014,Number,25000
State,Alaska,16 to 24,2014,Number,16000
State,Alabama,16 to 24,2014,Number,105000
State,Alaska,20 to 24,2014,Number,11000
State,Alaska,16 to 19,2014,Number,5000
State,Arizona,16 to 19,2014,Number,31000
State,Arizona,20 to 24,2014,Number,100000
State,Arkansas,20 to 24,2014,Number,44000
State,Arkansas,16 to 19,2014,Number,14000
State,Arkansas,16 to 24,2014,Number,58000
State,Arizona,16 to 24,2014,Number,130000
State,California,20 to 24,2014,Number,511000
State,California,16 to 19,2014,Number,155000
State,Colorado,16 to 24,2014,Number,71000
State,Colorado,20 to 24,2014,Number,53000
State,Colorado,16 to 19,2014,Number,17000
State,California,16 to 24,2014,Number,666000
State,Connecticut,20 to 24,2014,Number,35000
State,Connecticut,16 to 19,2014,Number,10000
State,Delaware,20 to 24,2014,Number,11000
State,Delaware,16 to 19,2014,Number,3000
State,Connecticut,16 to 24,2014,Number,45000
City,District of Columbia,20 to 24,2014,Number,10000
City,District of Columbia,16 to 19,2014,Number,3000
State,Delaware,16 to 24,2014,Number,14000
City,District of Columbia,16 to 24,2014,Number,13000
State,Florida,20 to 24,2014,Number,243000
State,Florida,16 to 19,2014,Number,78000
State,Georgia,16 to 19,2014,Number,55000
State,Florida,16 to 24,2014,Number,321000
State,Georgia,16 to 24,2014,Number,205000
State,Georgia,20 to 24,2014,Number,150000
State,Hawaii,20 to 24,2014,Number,17000
State,Hawaii,16 to 19,2014,Number,6000
State,Hawaii,16 to 24,2014,Number,23000
State,Idaho,16 to 19,2014,Number,6000
State,Idaho,20 to 24,2014,Number,20000
State,Idaho,16 to 24,2014,Number,26000
State,Illinois,16 to 24,2014,Number,201000
State,Illinois,20 to 24,2014,Number,152000
State,Illinois,16 to 19,2014,Number,49000
State,Indiana,20 to 24,2014,Number,80000
State,Indiana,16 to 19,2014,Number,27000
State,Indiana,16 to 24,2014,Number,107000
State,Iowa,20 to 24,2014,Number,27000
State,Iowa,16 to 19,2014,Number,10000
State,Iowa,16 to 24,2014,Number,36000
State,Kansas,20 to 24,2014,Number,31000
State,Kansas,16 to 19,2014,Number,11000
State,Kentucky,16 to 24,2014,Number,80000
State,Kansas,16 to 24,2014,Number,41000
State,Kentucky,20 to 24,2014,Number,62000
State,Kentucky,16 to 19,2014,Number,19000
State,Maine,20 to 24,2014,Number,12000
State,Maine,16 to 19,2014,Number,4000
State,Maine,16 to 24,2014,Number,15000
State,Louisiana,16 to 24,2014,Number,104000
State,Louisiana,16 to 19,2014,Number,28000
State,Louisiana,20 to 24,2014,Number,76000
State,Maryland,20 to 24,2014,Number,68000
State,Maryland,16 to 19,2014,Number,24000
State,Massachusetts,16 to 24,2014,Number,70000
State,Massachusetts,20 to 24,2014,Number,53000
State,Massachusetts,16 to 19,2014,Number,17000
State,Maryland,16 to 24,2014,Number,92000
State,Michigan,20 to 24,2014,Number,129000
State,Michigan,16 to 19,2014,Number,35000
State,Minnesota,20 to 24,2014,Number,44000
State,Minnesota,16 to 19,2014,Number,10000
State,Michigan,16 to 24,2014,Number,164000
State,Mississippi,20 to 24,2014,Number,48000
State,Mississippi,16 to 19,2014,Number,18000
State,Minnesota,16 to 24,2014,Number,54000
State,Mississippi,16 to 24,2014,Number,66000
State,Missouri,20 to 24,2014,Number,70000
State,Missouri,16 to 19,2014,Number,21000
State,Montana,16 to 19,2014,Number,4000
State,Missouri,16 to 24,2014,Number,91000
State,Montana,16 to 24,2014,Number,17000
State,Montana,20 to 24,2014,Number,13000
State,Nebraska,20 to 24,2014,Number,16000
State,Nebraska,16 to 19,2014,Number,5000
State,Nebraska,16 to 24,2014,Number,21000
State,Nevada,16 to 19,2014,Number,12000
State,Nevada,20 to 24,2014,Number,36000
State,Nevada,16 to 24,2014,Number,49000
State,New Hampshire,16 to 24,2014,Number,12000
State,New Hampshire,20 to 24,2014,Number,9000
State,New Hampshire,16 to 19,2014,Number,3000
State,New Jersey,20 to 24,2014,Number,92000
State,New Jersey,16 to 19,2014,Number,27000
State,New Jersey,16 to 24,2014,Number,118000
State,New Mexico,20 to 24,2014,Number,28000
State,New Mexico,16 to 19,2014,Number,10000
State,New Mexico,16 to 24,2014,Number,39000
State,New York,20 to 24,2014,Number,260000
State,New York,16 to 19,2014,Number,73000
State,North Carolina,16 to 24,2014,Number,170000
State,New York,16 to 24,2014,Number,333000
State,North Carolina,20 to 24,2014,Number,132000
State,North Carolina,16 to 19,2014,Number,38000
State,North Dakota,16 to 19,2014,Number,3000
State,North Dakota,20 to 24,2014,Number,8000
State,Ohio,20 to 24,2014,Number,134000
State,Ohio,16 to 19,2014,Number,38000
State,Ohio,16 to 24,2014,Number,172000
State,North Dakota,16 to 24,2014,Number,10000
State,Oklahoma,20 to 24,2014,Number,56000
State,Oklahoma,16 to 19,2014,Number,19000
State,Oregon,16 to 24,2014,Number,61000
State,Oregon,20 to 24,2014,Number,45000
State,Oregon,16 to 19,2014,Number,17000
State,Oklahoma,16 to 24,2014,Number,75000
State,Pennsylvania,20 to 24,2014,Number,150000
State,Pennsylvania,16 to 19,2014,Number,44000
State,Rhode Island,20 to 24,2014,Number,11000
State,Rhode Island,16 to 19,2014,Number,4000
State,Pennsylvania,16 to 24,2014,Number,195000
State,South Carolina,20 to 24,2014,Number,67000
State,South Carolina,16 to 19,2014,Number,19000
State,Rhode Island,16 to 24,2014,Number,15000
State,South Carolina,16 to 24,2014,Number,85000
State,South Dakota,20 to 24,2014,Number,8000
State,South Dakota,16 to 19,2014,Number,3000
State,Tennessee,16 to 19,2014,Number,30000
State,South Dakota,16 to 24,2014,Number,11000
State,Tennessee,16 to 24,2014,Number,123000
State,Tennessee,20 to 24,2014,Number,94000
State,Texas,20 to 24,2014,Number,362000
State,Texas,16 to 19,2014,Number,132000
State,Texas,16 to 24,2014,Number,494000
State,Utah,16 to 19,2014,Number,14000
State,Utah,20 to 24,2014,Number,36000
State,Utah,16 to 24,2014,Number,50000
State,Vermont,16 to 24,2014,Number,9000
State,Vermont,20 to 24,2014,Number,7000
State,Vermont,16 to 19,2014,Number,2000
State,Virginia,20 to 24,2014,Number,88000
State,Virginia,16 to 19,2014,Number,27000
State,Virginia,16 to 24,2014,Number,115000
State,Washington,20 to 24,2014,Number,86000
State,Washington,16 to 19,2014,Number,27000
State,Washington,16 to 24,2014,Number,112000
State,West Virginia,20 to 24,2014,Number,28000
State,West Virginia,16 to 19,2014,Number,7000
State,Wisconsin,16 to 24,2014,Number,72000
State,West Virginia,16 to 24,2014,Number,35000
State,Wisconsin,20 to 24,2014,Number,55000
State,Wisconsin,16 to 19,2014,Number,18000
Territory,Puerto Rico,20 to 24,2014,Number,87000
Territory,Puerto Rico,16 to 19,2014,Number,32000
Territory,Puerto Rico,16 to 24,2014,Number,119000
State,Wyoming,16 to 24,2014,Number,6000
State,Wyoming,16 to 19,2014,Number,1000
State,Wyoming,20 to 24,2014,Number,5000
Territory,Virgin Islands,16 to 24,2014,Percent,N.A.
Territory,Virgin Islands,16 to 24,2014,Number,N.A.
Territory,Virgin Islands,20 to 24,2014,Number,N.A.
Territory,Virgin Islands,16 to 19,2014,Number,N.A.
Territory,Virgin Islands,16 to 19,2014,Percent,N.A.
Territory,Virgin Islands,20 to 24,2014,Percent,N.A.
Territory,Puerto Rico,16 to 24,2014,Percent,0.25
Territory,Puerto Rico,20 to 24,2014,Percent,0.32
Territory,Puerto Rico,16 to 19,2014,Percent,0.15
State,Wyoming,16 to 19,2014,Percent,0.04
State,Wyoming,16 to 24,2014,Percent,0.09
State,Wyoming,20 to 24,2014,Percent,0.12
State,Wisconsin,16 to 24,2014,Percent,0.1
State,Wisconsin,20 to 24,2014,Percent,0.14
State,Wisconsin,16 to 19,2014,Percent,0.06
State,West Virginia,20 to 24,2014,Percent,0.23
State,West Virginia,16 to 24,2014,Percent,0.16
State,West Virginia,16 to 19,2014,Percent,0.07
State,Washington,16 to 24,2014,Percent,0.13
State,Washington,20 to 24,2014,Percent,0.17
State,Washington,16 to 19,2014,Percent,0.08
State,Virginia,16 to 24,2014,Percent,0.11
State,Virginia,20 to 24,2014,Percent,0.15
State,Virginia,16 to 19,2014,Percent,0.06
State,Vermont,16 to 19,2014,Percent,0.05
State,Vermont,16 to 24,2014,Percent,0.1
State,Vermont,20 to 24,2014,Percent,0.15
State,Utah,16 to 19,2014,Percent,0.08
State,Utah,20 to 24,2014,Percent,0.14
State,Utah,16 to 24,2014,Percent,0.12
State,Texas,16 to 19,2014,Percent,0.09
State,Texas,20 to 24,2014,Percent,0.18
State,Texas,16 to 24,2014,Percent,0.14
State,Tennessee,16 to 19,2014,Percent,0.09
State,Tennessee,16 to 24,2014,Percent,0.15
State,Tennessee,20 to 24,2014,Percent,0.21
State,South Dakota,20 to 24,2014,Percent,0.13
State,South Dakota,16 to 19,2014,Percent,0.06
State,South Dakota,16 to 24,2014,Percent,0.1
State,South Carolina,16 to 19,2014,Percent,0.07
State,South Carolina,20 to 24,2014,Percent,0.19
State,South Carolina,16 to 24,2014,Percent,0.14
State,Rhode Island,16 to 19,2014,Percent,0.07
State,Rhode Island,20 to 24,2014,Percent,0.13
State,Rhode Island,16 to 24,2014,Percent,0.11
State,Pennsylvania,16 to 24,2014,Percent,0.13
State,Pennsylvania,16 to 19,2014,Percent,0.07
State,Pennsylvania,20 to 24,2014,Percent,0.17
State,Oregon,16 to 24,2014,Percent,0.13
State,Oregon,16 to 19,2014,Percent,0.08
State,Oregon,20 to 24,2014,Percent,0.17
State,Oklahoma,16 to 19,2014,Percent,0.09
State,Oklahoma,20 to 24,2014,Percent,0.2
State,Oklahoma,16 to 24,2014,Percent,0.15
State,Ohio,20 to 24,2014,Percent,0.17
State,Ohio,16 to 19,2014,Percent,0.06
State,Ohio,16 to 24,2014,Percent,0.12
State,North Dakota,16 to 19,2014,Percent,0.06
State,North Dakota,16 to 24,2014,Percent,0.09
State,North Dakota,20 to 24,2014,Percent,0.11
State,North Carolina,16 to 24,2014,Percent,0.14
State,North Carolina,20 to 24,2014,Percent,0.19
State,North Carolina,16 to 19,2014,Percent,0.07
State,New York,20 to 24,2014,Percent,0.18
State,New York,16 to 24,2014,Percent,0.14
State,New Mexico,16 to 24,2014,Percent,0.15
State,New Mexico,20 to 24,2014,Percent,0.19
State,New York,16 to 19,2014,Percent,0.07
State,New Jersey,16 to 24,2014,Percent,0.11
State,New Jersey,20 to 24,2014,Percent,0.16
State,New Mexico,16 to 19,2014,Percent,0.09
State,New Hampshire,16 to 24,2014,Percent,0.07
State,New Hampshire,20 to 24,2014,Percent,0.1
State,New Jersey,16 to 19,2014,Percent,0.06
State,New Hampshire,16 to 19,2014,Percent,0.05
State,Nevada,20 to 24,2014,Percent,0.19
State,Nevada,16 to 24,2014,Percent,0.15
State,Nevada,16 to 19,2014,Percent,0.09
State,Nebraska,20 to 24,2014,Percent,0.12
State,Nebraska,16 to 24,2014,Percent,0.09
State,Nebraska,16 to 19,2014,Percent,0.05
State,Montana,16 to 24,2014,Percent,0.13
State,Montana,20 to 24,2014,Percent,0.17
State,Montana,16 to 19,2014,Percent,0.07
State,Missouri,16 to 24,2014,Percent,0.12
State,Missouri,20 to 24,2014,Percent,0.16
State,Missouri,16 to 19,2014,Percent,0.07
State,Mississippi,16 to 24,2014,Percent,0.17
State,Mississippi,16 to 19,2014,Percent,0.1
State,Mississippi,20 to 24,2014,Percent,0.23
State,Minnesota,16 to 24,2014,Percent,0.08
State,Michigan,16 to 24,2014,Percent,0.13
State,Minnesota,16 to 19,2014,Percent,0.04
State,Minnesota,20 to 24,2014,Percent,0.12
State,Massachusetts,16 to 24,2014,Percent,0.08
State,Michigan,16 to 19,2014,Percent,0.06
State,Michigan,20 to 24,2014,Percent,0.18
State,Massachusetts,16 to 19,2014,Percent,0.05
State,Massachusetts,20 to 24,2014,Percent,0.11
State,Maryland,16 to 24,2014,Percent,0.13
State,Maryland,16 to 19,2014,Percent,0.08
State,Maryland,20 to 24,2014,Percent,0.17
State,Maine,16 to 24,2014,Percent,0.11
State,Maine,20 to 24,2014,Percent,0.15
State,Maine,16 to 19,2014,Percent,0.06
State,Louisiana,16 to 19,2014,Percent,0.11
State,Louisiana,16 to 24,2014,Percent,0.18
State,Louisiana,20 to 24,2014,Percent,0.22
State,Kentucky,16 to 24,2014,Percent,0.15
State,Kentucky,20 to 24,2014,Percent,0.2
State,Kentucky,16 to 19,2014,Percent,0.08
State,Kansas,20 to 24,2014,Percent,0.14
State,Kansas,16 to 24,2014,Percent,0.11
State,Kansas,16 to 19,2014,Percent,0.06
State,Iowa,16 to 24,2014,Percent,0.09
State,Iowa,20 to 24,2014,Percent,0.12
State,Iowa,16 to 19,2014,Percent,0.05
Nation,United States,16 to 19,2014,Percent,0.07
State,Illinois,16 to 19,2014,Percent,0.07
State,Illinois,16 to 24,2014,Percent,0.13
State,Illinois,20 to 24,2014,Percent,0.17
State,Indiana,16 to 24,2014,Percent,0.13
State,Indiana,20 to 24,2014,Percent,0.17
State,Indiana,16 to 19,2014,Percent,0.07
State,Idaho,16 to 19,2014,Percent,0.07
State,Idaho,20 to 24,2014,Percent,0.18
State,Idaho,16 to 24,2014,Percent,0.13
State,Hawaii,16 to 19,2014,Percent,0.1
State,Hawaii,20 to 24,2014,Percent,0.16
State,Hawaii,16 to 24,2014,Percent,0.14
State,Georgia,16 to 19,2014,Percent,0.1
State,Georgia,16 to 24,2014,Percent,0.16
State,Georgia,20 to 24,2014,Percent,0.21
State,Florida,20 to 24,2014,Percent,0.19
State,Florida,16 to 19,2014,Percent,0.08
State,Florida,16 to 24,2014,Percent,0.14
City,District of Columbia,16 to 19,2014,Percent,0.1
City,District of Columbia,20 to 24,2014,Percent,0.16
