State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Nevada,2021,202108,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,586",3,
Nevada,2021,202108,Mental health disorder,Outpatient,"67,014",77.4,
Nevada,2021,202108,Mental health disorder,Telehealth,"22,839",26.4,
Nevada,2021,202108,Substance use disorder,Emergency department,"6,879",7.9,
Nevada,2021,202108,Substance use disorder,Inpatient,"3,659",4.2,
Nevada,2021,202108,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,814",12.5,
Nevada,2021,202108,Substance use disorder,Outpatient,"3,174",3.7,
Nevada,2021,202108,Substance use disorder,Telehealth,"3,165",3.7,
Nevada,2021,202109,Mental health disorder,Emergency department,"3,772",4.3,
Nevada,2021,202109,Mental health disorder,Inpatient,"2,623",3,
Nevada,2021,202109,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,470",2.8,
Nevada,2021,202109,Mental health disorder,Outpatient,"66,218",75.9,
Nevada,2021,202109,Mental health disorder,Telehealth,"23,059",26.4,
Nevada,2021,202109,Substance use disorder,Emergency department,"6,530",7.5,
Nevada,2021,202109,Substance use disorder,Inpatient,"3,431",3.9,
Nevada,2021,202109,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,268",11.8,
Nevada,2021,202109,Substance use disorder,Outpatient,"2,944",3.4,
Nevada,2021,202109,Substance use disorder,Telehealth,"3,282",3.8,
Nevada,2021,202110,Mental health disorder,Emergency department,"3,454",3.9,
Nevada,2021,202110,Mental health disorder,Inpatient,"2,612",3,
Nevada,2021,202110,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,431",2.8,
Nevada,2021,202110,Mental health disorder,Outpatient,"64,671",73.5,
Nevada,2021,202110,Mental health disorder,Telehealth,"22,439",25.5,
Nevada,2021,202110,Substance use disorder,Emergency department,"6,043",6.9,
Nevada,2021,202110,Substance use disorder,Inpatient,"3,451",3.9,
Nevada,2021,202110,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,605",10.9,
Nevada,2021,202110,Substance use disorder,Outpatient,"3,008",3.4,
Nevada,2021,202110,Substance use disorder,Telehealth,"3,283",3.7,
Nevada,2021,202111,Mental health disorder,Emergency department,"3,268",3.7,
Nevada,2021,202111,Mental health disorder,Inpatient,"2,453",2.8,
Nevada,2021,202111,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,533",2.9,
Nevada,2021,202111,Mental health disorder,Outpatient,"63,342",71.4,
Nevada,2021,202111,Mental health disorder,Telehealth,"22,455",25.3,
Nevada,2021,202111,Substance use disorder,Emergency department,"5,923",6.7,
Nevada,2021,202111,Substance use disorder,Inpatient,"3,245",3.7,
Nevada,2021,202111,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,894",11.2,
Nevada,2021,202111,Substance use disorder,Outpatient,"3,033",3.4,
Nevada,2021,202111,Substance use disorder,Telehealth,"3,025",3.4,
Nevada,2021,202112,Mental health disorder,Emergency department,"3,096",3.5,
Nevada,2021,202112,Mental health disorder,Inpatient,"2,055",2.3,
Nevada,2021,202112,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,656",3,
Nevada,2021,202112,Mental health disorder,Outpatient,"61,488",68.9,
Nevada,2021,202112,Mental health disorder,Telehealth,"22,739",25.5,
Nevada,2021,202112,Substance use disorder,Emergency department,"6,189",6.9,
Nevada,2021,202112,Substance use disorder,Inpatient,"2,910",3.3,
Nevada,2021,202112,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,716",10.9,
Nevada,2021,202112,Substance use disorder,Outpatient,"3,039",3.4,
Nevada,2021,202112,Substance use disorder,Telehealth,"2,992",3.4,
Nevada,2022,202201,Mental health disorder,Emergency department,"3,197",3.6,
Nevada,2022,202201,Mental health disorder,Inpatient,"2,379",2.6,
Nevada,2022,202201,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,912",2.1,
Nevada,2022,202201,Mental health disorder,Outpatient,"63,485",70.5,
Nevada,2022,202201,Mental health disorder,Telehealth,"25,373",28.2,
Nevada,2022,202201,Substance use disorder,Emergency department,"6,264",7,
Nevada,2022,202201,Substance use disorder,Inpatient,"3,227",3.6,
Nevada,2022,202201,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,983",11.1,
Nevada,2022,202201,Substance use disorder,Outpatient,"2,859",3.2,
Nevada,2022,202201,Substance use disorder,Telehealth,"3,579",4,
Nevada,2022,202202,Mental health disorder,Emergency department,"2,889",3.2,
Nevada,2022,202202,Mental health disorder,Inpatient,"2,252",2.5,
Nevada,2022,202202,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,078",2.3,
Nevada,2022,202202,Mental health disorder,Outpatient,"67,657",74.9,
Nevada,2022,202202,Mental health disorder,Telehealth,"24,324",26.9,
Nevada,2022,202202,Substance use disorder,Emergency department,"5,612",6.2,
Nevada,2022,202202,Substance use disorder,Inpatient,"2,985",3.3,
Nevada,2022,202202,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,915",11,
Nevada,2022,202202,Substance use disorder,Outpatient,"3,161",3.5,
Nevada,2022,202202,Substance use disorder,Telehealth,"3,509",3.9,
Nevada,2022,202203,Mental health disorder,Emergency department,"3,437",3.8,
Nevada,2022,202203,Mental health disorder,Inpatient,"2,816",3.1,
Nevada,2022,202203,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,412",2.7,
Nevada,2022,202203,Mental health disorder,Outpatient,"81,697",90.1,
Nevada,2022,202203,Mental health disorder,Telehealth,"26,706",29.5,
Nevada,2022,202203,Substance use disorder,Emergency department,"6,450",7.1,
Nevada,2022,202203,Substance use disorder,Inpatient,"3,658",4,
Nevada,2022,202203,Substance use disorder,Intensive outpatient/Partial hospitalization,"12,513",13.8,
Nevada,2022,202203,Substance use disorder,Outpatient,"3,639",4,
Nevada,2022,202203,Substance use disorder,Telehealth,"2,818",3.1,
Nevada,2022,202204,Mental health disorder,Emergency department,"3,196",3.5,
Nevada,2022,202204,Mental health disorder,Inpatient,"2,645",2.9,
Nevada,2022,202204,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,344",2.6,
Nevada,2022,202204,Mental health disorder,Outpatient,"78,624",86.5,
Nevada,2022,202204,Mental health disorder,Telehealth,"22,781",25.1,
Nevada,2022,202204,Substance use disorder,Emergency department,"6,622",7.3,
Nevada,2022,202204,Substance use disorder,Inpatient,"3,527",3.9,
Nevada,2022,202204,Substance use disorder,Intensive outpatient/Partial hospitalization,"11,200",12.3,
Nevada,2022,202204,Substance use disorder,Outpatient,"3,592",4,
Nevada,2022,202204,Substance use disorder,Telehealth,"2,663",2.9,
Nevada,2022,202205,Mental health disorder,Emergency department,"3,375",3.7,
Nevada,2022,202205,Mental health disorder,Inpatient,"2,731",3,
Nevada,2022,202205,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,335",2.6,
Nevada,2022,202205,Mental health disorder,Outpatient,"82,541",90.2,
Nevada,2022,202205,Mental health disorder,Telehealth,"22,964",25.1,
Nevada,2022,202205,Substance use disorder,Emergency department,"6,847",7.5,
Nevada,2022,202205,Substance use disorder,Inpatient,"3,592",3.9,
Nevada,2022,202205,Substance use disorder,Intensive outpatient/Partial hospitalization,"11,665",12.7,
Nevada,2022,202205,Substance use disorder,Outpatient,"3,952",4.3,
Nevada,2022,202205,Substance use disorder,Telehealth,"2,492",2.7,
Nevada,2022,202206,Mental health disorder,Emergency department,"3,261",3.5,
Nevada,2022,202206,Mental health disorder,Inpatient,"2,505",2.7,
Nevada,2022,202206,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,912",2.1,
Nevada,2022,202206,Mental health disorder,Outpatient,"83,343",90.4,
Nevada,2022,202206,Mental health disorder,Telehealth,"22,168",24,
Nevada,2022,202206,Substance use disorder,Emergency department,"6,457",7,
Nevada,2022,202206,Substance use disorder,Inpatient,"3,515",3.8,
Nevada,2022,202206,Substance use disorder,Intensive outpatient/Partial hospitalization,"12,554",13.6,
Nevada,2022,202206,Substance use disorder,Outpatient,"4,182",4.5,
Nevada,2022,202206,Substance use disorder,Telehealth,"2,398",2.6,
Nevada,2022,202207,Mental health disorder,Emergency department,"3,388",3.6,
Nevada,2022,202207,Mental health disorder,Inpatient,"2,651",2.9,
Nevada,2022,202207,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,482",2.7,
Nevada,2022,202207,Mental health disorder,Outpatient,"80,187",86.4,
Nevada,2022,202207,Mental health disorder,Telehealth,"19,981",21.5,
Nevada,2022,202207,Substance use disorder,Emergency department,"6,724",7.2,
Nevada,2022,202207,Substance use disorder,Inpatient,"3,668",4,
Nevada,2022,202207,Substance use disorder,Intensive outpatient/Partial hospitalization,"11,601",12.5,
Nevada,2022,202207,Substance use disorder,Outpatient,"3,648",3.9,
Nevada,2022,202207,Substance use disorder,Telehealth,"2,283",2.5,
Nevada,2022,202208,Mental health disorder,Emergency department,"3,356",3.6,
Nevada,2022,202208,Mental health disorder,Inpatient,"2,706",2.9,
Nevada,2022,202208,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,897",3.1,
Nevada,2022,202208,Mental health disorder,Outpatient,"87,567",93.5,
Nevada,2022,202208,Mental health disorder,Telehealth,"22,594",24.1,
Nevada,2022,202208,Substance use disorder,Emergency department,"7,100",7.6,
Nevada,2022,202208,Substance use disorder,Inpatient,"3,663",3.9,
Nevada,2022,202208,Substance use disorder,Intensive outpatient/Partial hospitalization,"12,484",13.3,
Nevada,2022,202208,Substance use disorder,Outpatient,"4,101",4.4,
Nevada,2022,202208,Substance use disorder,Telehealth,"2,709",2.9,
Nevada,2022,202209,Mental health disorder,Emergency department,"3,236",3.4,
Nevada,2022,202209,Mental health disorder,Inpatient,"2,638",2.8,
Nevada,2022,202209,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,891",2,
Nevada,2022,202209,Mental health disorder,Outpatient,"82,568",87.8,
Nevada,2022,202209,Mental health disorder,Telehealth,"20,207",21.5,
Nevada,2022,202209,Substance use disorder,Emergency department,"6,562",7,
Nevada,2022,202209,Substance use disorder,Inpatient,"3,595",3.8,
Nevada,2022,202209,Substance use disorder,Intensive outpatient/Partial hospitalization,"11,965",12.7,
Nevada,2022,202209,Substance use disorder,Outpatient,"3,705",3.9,
Nevada,2022,202209,Substance use disorder,Telehealth,"2,319",2.5,
Nevada,2022,202210,Mental health disorder,Emergency department,"3,344",3.6,
Nevada,2022,202210,Mental health disorder,Inpatient,"2,709",2.9,
Nevada,2022,202210,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,981",2.1,
Nevada,2022,202210,Mental health disorder,Outpatient,"80,748",85.8,
Nevada,2022,202210,Mental health disorder,Telehealth,"19,021",20.2,
Nevada,2022,202210,Substance use disorder,Emergency department,"6,342",6.7,
Nevada,2022,202210,Substance use disorder,Inpatient,"3,472",3.7,
Nevada,2022,202210,Substance use disorder,Intensive outpatient/Partial hospitalization,"12,982",13.8,
Nevada,2022,202210,Substance use disorder,Outpatient,"3,728",4,
Nevada,2022,202210,Substance use disorder,Telehealth,"2,297",2.4,
Nevada,2022,202211,Mental health disorder,Emergency department,"3,121",3.4,
Nevada,2022,202211,Mental health disorder,Inpatient,"2,515",2.7,
Nevada,2022,202211,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,852",2,
Nevada,2022,202211,Mental health disorder,Outpatient,"80,346",86.7,
Nevada,2022,202211,Mental health disorder,Telehealth,"19,442",21,
Nevada,2022,202211,Substance use disorder,Emergency department,"5,886",6.4,
Nevada,2022,202211,Substance use disorder,Inpatient,"3,375",3.6,
Nevada,2022,202211,Substance use disorder,Intensive outpatient/Partial hospitalization,"12,674",13.7,
Nevada,2022,202211,Substance use disorder,Outpatient,"3,802",4.1,
Nevada,2022,202211,Substance use disorder,Telehealth,"2,375",2.6,
Nevada,2022,202212,Mental health disorder,Emergency department,"3,078",3.3,
Nevada,2022,202212,Mental health disorder,Inpatient,"2,018",2.2,
Nevada,2022,202212,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,606",1.7,
Nevada,2022,202212,Mental health disorder,Outpatient,"76,670",82.1,
Nevada,2022,202212,Mental health disorder,Telehealth,"18,586",19.9,
Nevada,2022,202212,Substance use disorder,Emergency department,"5,979",6.4,
Nevada,2022,202212,Substance use disorder,Inpatient,"2,867",3.1,
Nevada,2022,202212,Substance use disorder,Intensive outpatient/Partial hospitalization,"12,557",13.5,
Nevada,2022,202212,Substance use disorder,Outpatient,"3,538",3.8,
Nevada,2022,202212,Substance use disorder,Telehealth,"2,451",2.6,
New Hampshire,2018,201801,Mental health disorder,Emergency department,"1,227",5.8,
New Hampshire,2018,201801,Mental health disorder,Inpatient,322,1.5,
New Hampshire,2018,201801,Mental health disorder,Intensive outpatient/Partial hospitalization,716,3.4,
New Hampshire,2018,201801,Mental health disorder,Outpatient,"66,366",315.6,
New Hampshire,2018,201801,Mental health disorder,Telehealth,50,0.2,
New Hampshire,2018,201801,Substance use disorder,Emergency department,854,4.1,
New Hampshire,2018,201801,Substance use disorder,Inpatient,375,1.8,
New Hampshire,2018,201801,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,613",36.2,
New Hampshire,2018,201801,Substance use disorder,Outpatient,"1,173",5.6,
New Hampshire,2018,201801,Substance use disorder,Telehealth,34,0.2,
New Hampshire,2018,201802,Mental health disorder,Emergency department,"1,142",5.5,
New Hampshire,2018,201802,Mental health disorder,Inpatient,270,1.3,
New Hampshire,2018,201802,Mental health disorder,Intensive outpatient/Partial hospitalization,608,2.9,
New Hampshire,2018,201802,Mental health disorder,Outpatient,"55,291",264.2,
New Hampshire,2018,201802,Mental health disorder,Telehealth,43,0.2,
New Hampshire,2018,201802,Substance use disorder,Emergency department,788,3.8,
New Hampshire,2018,201802,Substance use disorder,Inpatient,369,1.8,
New Hampshire,2018,201802,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,356",30.4,
New Hampshire,2018,201802,Substance use disorder,Outpatient,973,4.6,
New Hampshire,2018,201802,Substance use disorder,Telehealth,32,0.2,
New Hampshire,2018,201803,Mental health disorder,Emergency department,"1,186",5.7,
New Hampshire,2018,201803,Mental health disorder,Inpatient,298,1.4,
New Hampshire,2018,201803,Mental health disorder,Intensive outpatient/Partial hospitalization,709,3.4,
New Hampshire,2018,201803,Mental health disorder,Outpatient,"56,539",271.5,
New Hampshire,2018,201803,Mental health disorder,Telehealth,51,0.2,
New Hampshire,2018,201803,Substance use disorder,Emergency department,872,4.2,
New Hampshire,2018,201803,Substance use disorder,Inpatient,367,1.8,
New Hampshire,2018,201803,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,469",31.1,
New Hampshire,2018,201803,Substance use disorder,Outpatient,874,4.2,
New Hampshire,2018,201803,Substance use disorder,Telehealth,17,0.1,
New Hampshire,2018,201804,Mental health disorder,Emergency department,"1,186",5.7,
New Hampshire,2018,201804,Mental health disorder,Inpatient,310,1.5,
New Hampshire,2018,201804,Mental health disorder,Intensive outpatient/Partial hospitalization,707,3.4,
New Hampshire,2018,201804,Mental health disorder,Outpatient,"61,226",295.5,
New Hampshire,2018,201804,Mental health disorder,Telehealth,46,0.2,
New Hampshire,2018,201804,Substance use disorder,Emergency department,856,4.1,
New Hampshire,2018,201804,Substance use disorder,Inpatient,381,1.8,
New Hampshire,2018,201804,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,851",33.1,
New Hampshire,2018,201804,Substance use disorder,Outpatient,"1,005",4.8,
New Hampshire,2018,201804,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201805,Mental health disorder,Emergency department,"1,267",6.1,
New Hampshire,2018,201805,Mental health disorder,Inpatient,322,1.6,
New Hampshire,2018,201805,Mental health disorder,Intensive outpatient/Partial hospitalization,845,4.1,
New Hampshire,2018,201805,Mental health disorder,Outpatient,"65,410",314.9,
New Hampshire,2018,201805,Mental health disorder,Telehealth,47,0.2,
New Hampshire,2018,201805,Substance use disorder,Emergency department,889,4.3,
New Hampshire,2018,201805,Substance use disorder,Inpatient,400,1.9,
New Hampshire,2018,201805,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,949",33.5,
New Hampshire,2018,201805,Substance use disorder,Outpatient,"1,151",5.5,
New Hampshire,2018,201805,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201806,Mental health disorder,Emergency department,"1,263",6.1,
New Hampshire,2018,201806,Mental health disorder,Inpatient,315,1.5,
New Hampshire,2018,201806,Mental health disorder,Intensive outpatient/Partial hospitalization,611,3,
New Hampshire,2018,201806,Mental health disorder,Outpatient,"55,183",268,
New Hampshire,2018,201806,Mental health disorder,Telehealth,34,0.2,
New Hampshire,2018,201806,Substance use disorder,Emergency department,897,4.4,
New Hampshire,2018,201806,Substance use disorder,Inpatient,396,1.9,
New Hampshire,2018,201806,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,535",31.7,
New Hampshire,2018,201806,Substance use disorder,Outpatient,895,4.3,
New Hampshire,2018,201806,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201807,Mental health disorder,Emergency department,"1,242",6,
New Hampshire,2018,201807,Mental health disorder,Inpatient,327,1.6,
New Hampshire,2018,201807,Mental health disorder,Intensive outpatient/Partial hospitalization,586,2.8,
New Hampshire,2018,201807,Mental health disorder,Outpatient,"52,540",255.3,
New Hampshire,2018,201807,Mental health disorder,Telehealth,38,0.2,
New Hampshire,2018,201807,Substance use disorder,Emergency department,970,4.7,
New Hampshire,2018,201807,Substance use disorder,Inpatient,398,1.9,
New Hampshire,2018,201807,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,472",31.4,
New Hampshire,2018,201807,Substance use disorder,Outpatient,990,4.8,
New Hampshire,2018,201807,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201808,Mental health disorder,Emergency department,"1,295",6.3,
New Hampshire,2018,201808,Mental health disorder,Inpatient,315,1.5,
New Hampshire,2018,201808,Mental health disorder,Intensive outpatient/Partial hospitalization,703,3.4,
New Hampshire,2018,201808,Mental health disorder,Outpatient,"56,676",275,
New Hampshire,2018,201808,Mental health disorder,Telehealth,32,0.2,
New Hampshire,2018,201808,Substance use disorder,Emergency department,979,4.7,
New Hampshire,2018,201808,Substance use disorder,Inpatient,422,2,
New Hampshire,2018,201808,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,018",34,
New Hampshire,2018,201808,Substance use disorder,Outpatient,"1,057",5.1,
New Hampshire,2018,201808,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201809,Mental health disorder,Emergency department,"1,302",6.3,
New Hampshire,2018,201809,Mental health disorder,Inpatient,295,1.4,
New Hampshire,2018,201809,Mental health disorder,Intensive outpatient/Partial hospitalization,549,2.7,
New Hampshire,2018,201809,Mental health disorder,Outpatient,"48,210",234.9,
New Hampshire,2018,201809,Mental health disorder,Telehealth,42,0.2,
New Hampshire,2018,201809,Substance use disorder,Emergency department,"1,018",5,
New Hampshire,2018,201809,Substance use disorder,Inpatient,381,1.9,
New Hampshire,2018,201809,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,093",29.7,
New Hampshire,2018,201809,Substance use disorder,Outpatient,931,4.5,
New Hampshire,2018,201809,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201810,Mental health disorder,Emergency department,"1,374",6.7,
New Hampshire,2018,201810,Mental health disorder,Inpatient,378,1.8,
New Hampshire,2018,201810,Mental health disorder,Intensive outpatient/Partial hospitalization,618,3,
New Hampshire,2018,201810,Mental health disorder,Outpatient,"59,074",288.5,
New Hampshire,2018,201810,Mental health disorder,Telehealth,51,0.2,
New Hampshire,2018,201810,Substance use disorder,Emergency department,"1,021",5,
New Hampshire,2018,201810,Substance use disorder,Inpatient,435,2.1,
New Hampshire,2018,201810,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,335",35.8,
New Hampshire,2018,201810,Substance use disorder,Outpatient,"1,209",5.9,
New Hampshire,2018,201810,Substance use disorder,Telehealth,12,0.1,
New Hampshire,2018,201811,Mental health disorder,Emergency department,"1,220",5.9,
New Hampshire,2018,201811,Mental health disorder,Inpatient,300,1.5,
New Hampshire,2018,201811,Mental health disorder,Intensive outpatient/Partial hospitalization,540,2.6,
New Hampshire,2018,201811,Mental health disorder,Outpatient,"51,024",248.8,
New Hampshire,2018,201811,Mental health disorder,Telehealth,43,0.2,
New Hampshire,2018,201811,Substance use disorder,Emergency department,893,4.4,
New Hampshire,2018,201811,Substance use disorder,Inpatient,379,1.8,
New Hampshire,2018,201811,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,393",31.2,
New Hampshire,2018,201811,Substance use disorder,Outpatient,930,4.5,
New Hampshire,2018,201811,Substance use disorder,Telehealth,14,0.1,
New Hampshire,2018,201812,Mental health disorder,Emergency department,"1,075",5.2,
New Hampshire,2018,201812,Mental health disorder,Inpatient,275,1.3,
New Hampshire,2018,201812,Mental health disorder,Intensive outpatient/Partial hospitalization,509,2.5,
New Hampshire,2018,201812,Mental health disorder,Outpatient,"48,097",234.7,
New Hampshire,2018,201812,Mental health disorder,Telehealth,35,0.2,
New Hampshire,2018,201812,Substance use disorder,Emergency department,764,3.7,
New Hampshire,2018,201812,Substance use disorder,Inpatient,344,1.7,
New Hampshire,2018,201812,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,252",30.5,
New Hampshire,2018,201812,Substance use disorder,Outpatient,900,4.4,
New Hampshire,2018,201812,Substance use disorder,Telehealth,13,0.1,
New Hampshire,2019,201901,Mental health disorder,Emergency department,"1,451",7.1,
New Hampshire,2019,201901,Mental health disorder,Inpatient,391,1.9,
New Hampshire,2019,201901,Mental health disorder,Intensive outpatient/Partial hospitalization,687,3.4,
New Hampshire,2019,201901,Mental health disorder,Outpatient,"61,977",304.4,
New Hampshire,2019,201901,Mental health disorder,Telehealth,42,0.2,
New Hampshire,2019,201901,Substance use disorder,Emergency department,"1,092",5.4,
New Hampshire,2019,201901,Substance use disorder,Inpatient,454,2.2,
New Hampshire,2019,201901,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,875",43.6,
New Hampshire,2019,201901,Substance use disorder,Outpatient,"1,477",7.3,
New Hampshire,2019,201901,Substance use disorder,Telehealth,17,0.1,
New Hampshire,2019,201902,Mental health disorder,Emergency department,"1,400",6.9,
New Hampshire,2019,201902,Mental health disorder,Inpatient,340,1.7,
New Hampshire,2019,201902,Mental health disorder,Intensive outpatient/Partial hospitalization,597,2.9,
New Hampshire,2019,201902,Mental health disorder,Outpatient,"54,633",269.5,
New Hampshire,2019,201902,Mental health disorder,Telehealth,45,0.2,
New Hampshire,2019,201902,Substance use disorder,Emergency department,"1,194",5.9,
New Hampshire,2019,201902,Substance use disorder,Inpatient,394,1.9,
New Hampshire,2019,201902,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,270",40.8,
New Hampshire,2019,201902,Substance use disorder,Outpatient,"1,291",6.4,
New Hampshire,2019,201902,Substance use disorder,Telehealth,22,0.1,
New Hampshire,2019,201903,Mental health disorder,Emergency department,"1,443",7.1,
New Hampshire,2019,201903,Mental health disorder,Inpatient,366,1.8,
New Hampshire,2019,201903,Mental health disorder,Intensive outpatient/Partial hospitalization,576,2.9,
New Hampshire,2019,201903,Mental health disorder,Outpatient,"57,978",287,
New Hampshire,2019,201903,Mental health disorder,Telehealth,54,0.3,
New Hampshire,2019,201903,Substance use disorder,Emergency department,"1,250",6.2,
New Hampshire,2019,201903,Substance use disorder,Inpatient,450,2.2,
New Hampshire,2019,201903,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,341",41.3,
New Hampshire,2019,201903,Substance use disorder,Outpatient,"1,227",6.1,
New Hampshire,2019,201903,Substance use disorder,Telehealth,22,0.1,
New Hampshire,2019,201904,Mental health disorder,Emergency department,"1,404",7,
New Hampshire,2019,201904,Mental health disorder,Inpatient,403,2,
New Hampshire,2019,201904,Mental health disorder,Intensive outpatient/Partial hospitalization,536,2.7,
New Hampshire,2019,201904,Mental health disorder,Outpatient,"60,867",303.6,
New Hampshire,2019,201904,Mental health disorder,Telehealth,49,0.2,
New Hampshire,2019,201904,Substance use disorder,Emergency department,"1,300",6.5,
New Hampshire,2019,201904,Substance use disorder,Inpatient,429,2.1,
New Hampshire,2019,201904,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,110",45.4,
New Hampshire,2019,201904,Substance use disorder,Outpatient,"1,263",6.3,
New Hampshire,2019,201904,Substance use disorder,Telehealth,12,0.1,
New Hampshire,2019,201905,Mental health disorder,Emergency department,"1,447",7.2,
New Hampshire,2019,201905,Mental health disorder,Inpatient,388,1.9,
New Hampshire,2019,201905,Mental health disorder,Intensive outpatient/Partial hospitalization,571,2.9,
New Hampshire,2019,201905,Mental health disorder,Outpatient,"62,612",312.9,
New Hampshire,2019,201905,Mental health disorder,Telehealth,51,0.3,
New Hampshire,2019,201905,Substance use disorder,Emergency department,"1,375",6.9,
New Hampshire,2019,201905,Substance use disorder,Inpatient,524,2.6,
New Hampshire,2019,201905,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,551",47.7,
New Hampshire,2019,201905,Substance use disorder,Outpatient,"1,335",6.7,
New Hampshire,2019,201905,Substance use disorder,Telehealth,15,0.1,
New Hampshire,2019,201906,Mental health disorder,Emergency department,"1,290",6.5,
New Hampshire,2019,201906,Mental health disorder,Inpatient,359,1.8,
New Hampshire,2019,201906,Mental health disorder,Intensive outpatient/Partial hospitalization,535,2.7,
New Hampshire,2019,201906,Mental health disorder,Outpatient,"54,420",273.7,
New Hampshire,2019,201906,Mental health disorder,Telehealth,60,0.3,
New Hampshire,2019,201906,Substance use disorder,Emergency department,"1,352",6.8,
New Hampshire,2019,201906,Substance use disorder,Inpatient,493,2.5,
New Hampshire,2019,201906,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,590",43.2,
New Hampshire,2019,201906,Substance use disorder,Outpatient,"1,202",6,
New Hampshire,2019,201906,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2019,201907,Mental health disorder,Emergency department,"1,365",6.9,
New Hampshire,2019,201907,Mental health disorder,Inpatient,405,2,
New Hampshire,2019,201907,Mental health disorder,Intensive outpatient/Partial hospitalization,678,3.4,
New Hampshire,2019,201907,Mental health disorder,Outpatient,"57,363",288.6,
New Hampshire,2019,201907,Mental health disorder,Telehealth,52,0.3,
New Hampshire,2019,201907,Substance use disorder,Emergency department,"1,371",6.9,
New Hampshire,2019,201907,Substance use disorder,Inpatient,526,2.6,
New Hampshire,2019,201907,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,254",46.6,
New Hampshire,2019,201907,Substance use disorder,Outpatient,"1,381",6.9,
New Hampshire,2019,201907,Substance use disorder,Telehealth,16,0.1,
New Hampshire,2019,201908,Mental health disorder,Emergency department,"1,397",7,
New Hampshire,2019,201908,Mental health disorder,Inpatient,400,2,
New Hampshire,2019,201908,Mental health disorder,Intensive outpatient/Partial hospitalization,608,3,
New Hampshire,2019,201908,Mental health disorder,Outpatient,"57,309",286.7,
New Hampshire,2019,201908,Mental health disorder,Telehealth,54,0.3,
New Hampshire,2019,201908,Substance use disorder,Emergency department,"1,522",7.6,
New Hampshire,2019,201908,Substance use disorder,Inpatient,501,2.5,
New Hampshire,2019,201908,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,821",44.1,
New Hampshire,2019,201908,Substance use disorder,Outpatient,"1,236",6.2,
New Hampshire,2019,201908,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2019,201909,Mental health disorder,Emergency department,"1,395",7,
New Hampshire,2019,201909,Mental health disorder,Inpatient,558,2.8,
New Hampshire,2019,201909,Mental health disorder,Intensive outpatient/Partial hospitalization,687,3.4,
New Hampshire,2019,201909,Mental health disorder,Outpatient,"55,717",279.7,
New Hampshire,2019,201909,Mental health disorder,Telehealth,222,1.1,
